length_inc,width_inc,height_inc,weight_kg,Expiry Date,Material Properties,Storage Requirements,Volume,volume_cm3,density
41.3,10.39,17.41,22.34,,Metal,Cool & Dry Place,7470.752869999999,7470.752869999999,0.00299032780079098
28.02,46.81,21.69,48.06,2025-07-12,Paper,Freeze,28448.955378,28448.955378,0.0016893414665469762
93.14,52.26,146.2,35.56,,Wood,Away from Sunlight,711627.9736799999,711627.9736799999,4.996992995667478e-05
28.26,32.89,109.76,31.56,,Silk,Freeze,102018.780864,102018.780864,0.00030935480440677146
20.7,88.46,104.91,22.12,2025-11-20,Plastic,Away from Sunlight,192103.00902,192103.00901999997,0.0001151465565940046
19.61,95.48,196.49,20.02,,Silk,Room Temperature,367900.566572,367900.56657200004,5.4416877327863483e-05
85.43,33.16,182.32,4.74,2026-08-01,Silk,Freeze,516486.816416,516486.81641599996,9.177388172057826e-06
12.44,78.4,182.84,31.74,2026-12-31,Metal,Dry Place,178323.12064,178323.12064,0.00017799150152871616
36.91,99.41,118.99,38.76,,Paper,Refrigerated,436600.856669,436600.85666899994,8.877673831360598e-05
42.24,95.79,54.75,42.16,2025-12-09,Leather,Room Temperature,221527.78560000003,221527.78560000003,0.00019031472682224109
19.59,45.32,73.61,14.66,2027-02-12,Wood,Cool & Dry Place,65352.341868,65352.341868,0.00022432248915594437
92.1,60.06,44.46,43.59,2025-10-30,Glass,Refrigerated,245931.64596,245931.64596,0.00017724437141810443
52.55,54.89,18.16,34.12,,Glass,Away from Sunlight,52381.96612,52381.96612,0.0006513692121031825
85.89,78.64,165.56,25.33,2027-01-09,Cotton,Freeze,1118256.742176,1118256.742176,2.265132777175187e-05
24.63,56.83,22.77,30.13,,Cotton,Dry Place,31871.690433,31871.690433,0.0009453530575461209
45.26,68.54,194.55,18.23,,Metal,Room Temperature,603517.5238200001,603517.5238200001,3.020624800521471e-05
57.93,32.83,93.13,47.99,2025-12-04,Glass,Freeze,177118.53614699998,177118.53614699998,0.00027094849045144874
75.95,6.34,73.78,48.16,2026-10-11,Metal,Dry Place,35526.76694,35526.76694,0.0013555976000106018
25.67,64.24,60.39,20.91,,Wood,Dry Place,99585.573912,99585.573912,0.0002099701711663315
76.37,29.78,185.48,16.41,,Glass,Refrigerated,421836.904328,421836.904328,3.89012905974684e-05
76.63,72.16,71.33,48.73,,Ceramic,Refrigerated,394427.851664,394427.85166399996,0.00012354604218342945
64.96,5.67,24.45,4.13,,Cotton,Freeze,9005.50224,9005.50224,0.0004586085139877773
61.78,19.01,193.78,43.41,2025-08-03,Silk,Dry Place,227582.556884,227582.55688400002,0.00019074396823007088
9.73,93.62,166.79,37.12,2026-10-16,Silk,Room Temperature,151932.78045400002,151932.78045400002,0.0002443185722599123
19.36,75.08,31.98,4.05,2026-04-20,Paper,Refrigerated,46484.490624,46484.490624,8.71258337056829e-05
74.57,62.31,165.4,7.64,2025-06-23,Plastic,Dry Place,768523.9381799999,768523.9381799999,9.941134713504e-06
31.95,12.34,91.59,49.48,,Rubber,Away from Sunlight,36110.54817,36110.54817,0.001370236745425734
99.89,48.7,145.84,1.57,2025-11-28,Cotton,Away from Sunlight,709459.53512,709459.53512,2.212952144951362e-06
30.29,51.1,85.85,44.3,,Wood,Away from Sunlight,132880.26114999998,132880.26114999998,0.00033338284871364435
27.08,6.92,57.08,5.55,2026-04-05,Wood,Dry Place,10696.426688,10696.426688,0.0005188648659861689
16.2,16.47,74.33,1.51,,Wood,Dry Place,19832.28462,19832.28462,7.613847970279887e-05
96.73,90.7,162.97,37.46,2026-01-25,Paper,Refrigerated,1429802.79067,1429802.79067,2.619941732135408e-05
27.18,57.02,40.4,47.16,,Rubber,Room Temperature,62612.06544,62612.06544,0.000753209460007234
7.18,46.97,82.83,42.22,,Rubber,Freeze,27933.970218,27933.970218,0.0015114213865952508
54.84,76.11,122.52,44.33,,Glass,Freeze,511382.846448,511382.846448,8.668652127835442e-05
68.04,92.68,107.39,36.48,2026-08-09,Leather,Dry Place,677195.6698080002,677195.6698080002,5.386921627886793e-05
34.98,26.6,33.39,11.21,2026-12-20,Metal,Away from Sunlight,31068.32652,31068.32652,0.0003608176318342621
71.39,38.48,64.87,16.88,,Leather,Refrigerated,178203.546664,178203.546664,9.472314281054672e-05
27.85,55.33,14.8,18.13,,Metal,Dry Place,22805.9194,22805.9194,0.0007949690465011465
92.4,64.91,38.75,38.59,,Plastic,Freeze,232410.255,232410.255,0.00016604258706226196
12.91,51.08,183.36,12.54,,Ceramic,Dry Place,120915.431808,120915.43180800001,0.00010370884685680234
83.34,64.67,17.03,29.99,2026-04-23,Ceramic,Away from Sunlight,91784.850534,91784.85053400001,0.00032674237442801906
10.93,62.05,23.77,34.16,2025-05-10,Metal,Refrigerated,16120.968505,16120.968505,0.0021189793894458076
81.09,89.8,25.85,24.55,2026-08-08,Metal,Dry Place,188236.64970000004,188236.64970000004,0.0001304209357695554
47.08,31.79,154.51,36.43,2026-08-31,Rubber,Room Temperature,231250.976132,231250.97613199998,0.0001575344701645949
99.33,42.34,184.83,42.58,2025-12-20,Silk,Dry Place,777326.999526,777326.999526,5.477746177086929e-05
57.64,5.34,111.42,1.57,2026-03-17,Ceramic,Freeze,34294.808592,34294.808592,4.57795236205586e-05
46.32,98.34,73.42,30.63,2026-05-22,Silk,Room Temperature,334436.088096,334436.088096,9.158700597887523e-05
52.62,74.86,119.79,22.37,,Plastic,Refrigerated,471868.766028,471868.766028,4.7407248816872523e-05
33.1,34.27,50.87,48.38,,Glass,Away from Sunlight,57703.72319000001,57703.72319000001,0.0008384207695004367
49.94,40.15,184.06,17.48,,Wood,Cool & Dry Place,369057.04946,369057.04946,4.736395098149875e-05
76.0,16.86,134.48,41.55,2025-08-07,Cotton,Room Temperature,172317.29279999997,172317.29279999997,0.00024112495806340804
52.88,53.36,29.02,10.01,2026-09-22,Wood,Refrigerated,81885.060736,81885.060736,0.00012224452067358848
52.89,52.02,141.23,41.21,,Silk,Dry Place,388571.437494,388571.437494,0.00010605514462353227
94.88,83.84,132.68,19.01,2025-11-25,Metal,Refrigerated,1055434.797056,1055434.797056,1.8011534253964298e-05
25.82,60.63,75.61,0.79,,Metal,Freeze,118364.929626,118364.929626,6.674274233898323e-06
94.13,54.84,113.12,37.96,2026-09-10,Leather,Away from Sunlight,583935.530304,583935.530304,6.500717635770137e-05
87.22,87.08,124.52,3.11,2026-11-26,Paper,Away from Sunlight,945744.043552,945744.043552,3.2884161641870307e-06
19.33,86.46,114.01,36.47,,Leather,Dry Place,190541.697918,190541.697918,0.00019140167427129226
83.37,32.21,167.87,12.22,,Glass,Freeze,450789.318399,450789.31839900004,2.7108007002916393e-05
74.04,81.6,119.89,40.29,,Paper,Refrigerated,724335.09696,724335.09696,5.562342646255195e-05
79.18,8.74,165.77,10.02,2026-06-15,Metal,Refrigerated,114718.34356400002,114718.34356400002,8.73443573948569e-05
59.27,64.71,65.41,8.08,,Cotton,Cool & Dry Place,250871.008797,250871.008797,3.2207786936983945e-05
38.55,70.12,147.49,32.17,,Plastic,Dry Place,398684.05374,398684.05374,8.069046077518697e-05
65.3,48.24,127.85,30.66,,Plastic,Dry Place,402736.7052,402736.7052,7.61291424499641e-05
78.59,80.87,88.7,11.04,,Cotton,Freeze,563739.3517100001,563739.3517100001,1.9583518458507787e-05
13.94,17.56,126.78,45.18,,Cotton,Room Temperature,31034.019792,31034.019792,0.001455821717676631
49.38,52.81,98.92,2.24,2025-05-17,Glass,Freeze,257959.40157600003,257959.40157600003,8.6835369686654e-06
59.54,58.03,125.48,6.42,2027-03-19,Cotton,Refrigerated,433546.725976,433546.725976,1.4808092450813235e-05
40.04,9.62,188.56,19.12,,Paper,Refrigerated,72630.44588799999,72630.44588799999,0.000263250483543555
35.45,54.62,118.04,5.42,,Glass,Dry Place,228558.37316,228558.37316000002,2.3713854474304394e-05
54.52,79.73,110.45,47.61,,Plastic,Refrigerated,480112.85182,480112.85182000004,9.916418571075774e-05
39.64,5.77,18.44,27.37,,Ceramic,Dry Place,4217.648432,4217.648432,0.006489398166129557
71.06,83.62,49.73,36.24,,Wood,Cool & Dry Place,295497.509956,295497.509956,0.00012264062734537487
8.92,54.33,40.48,38.73,2025-10-08,Metal,Cool & Dry Place,19617.563328,19617.563327999997,0.0019742513049375997
43.47,41.94,62.53,30.66,2026-06-16,Cotton,Room Temperature,114000.431454,114000.43145399999,0.00026894635054404626
9.93,10.55,68.93,30.83,,Silk,Dry Place,7221.210195000001,7221.210195000001,0.0042693674837698025
66.47,39.11,176.5,20.93,2025-10-05,Leather,Away from Sunlight,458836.76005,458836.76005000004,4.561535130210411e-05
53.49,17.31,126.06,12.38,,Paper,Freeze,116720.454114,116720.454114,0.00010606538583124897
16.65,73.38,14.75,49.92,,Leather,Room Temperature,18021.21075,18021.21075,0.0027700691530950553
60.96,58.86,103.47,22.08,,Ceramic,Refrigerated,371261.286432,371261.286432,5.947293942818398e-05
97.88,15.39,101.93,10.13,,Paper,Freeze,153544.620276,153544.620276,6.597430754520147e-05
98.16,79.15,109.61,45.9,,Ceramic,Away from Sunlight,851599.9880400001,851599.9880400001,5.389854467429144e-05
93.42,80.01,194.33,15.05,2025-05-29,Ceramic,Refrigerated,1452526.2310860003,1452526.2310860003,1.0361258666390947e-05
84.55,35.46,115.5,26.33,,Silk,Away from Sunlight,346285.5165,346285.5165,7.603552197655947e-05
58.36,11.55,122.85,49.67,,Ceramic,Freeze,82808.0253,82808.0253,0.0005998210900459669
90.06,42.71,190.01,19.26,2026-03-25,Wood,Freeze,730866.358626,730866.358626,2.6352286943687003e-05
78.31,50.54,187.53,21.56,2026-03-21,Glass,Freeze,742203.871122,742203.871122,2.9048622405333785e-05
18.23,64.64,34.38,13.17,2026-02-15,Glass,Freeze,40512.951936000005,40512.951936000005,0.0003250812239208142
90.5,20.66,100.72,19.92,,Wood,Cool & Dry Place,188319.2056,188319.2056,0.00010577784637808605
28.75,59.07,8.17,6.79,,Rubber,Cool & Dry Place,13874.804625,13874.804625,0.00048937626031617
50.94,50.63,5.72,14.16,,Paper,Away from Sunlight,14752.407384,14752.407384,0.000959843341593013
9.41,7.32,142.74,38.19,,Cotton,Refrigerated,9832.102488000002,9832.102488000002,0.0038842150035163455
49.73,94.24,186.14,14.75,,Glass,Cool & Dry Place,872355.3849279999,872355.3849279999,1.6908246633013442e-05
23.4,40.45,144.25,4.22,2025-05-09,Paper,Freeze,136536.95249999998,136536.95249999998,3.090738384540991e-05
85.3,53.44,122.49,16.58,2025-06-07,Glass,Freeze,558362.3356799999,558362.3356799999,2.969397994907392e-05
29.49,44.37,61.4,41.59,2025-07-30,Silk,Cool & Dry Place,80340.13781999999,80340.13781999999,0.000517673993703886
20.86,60.0,98.67,12.84,,Leather,Cool & Dry Place,123495.372,123495.37199999999,0.00010397150753147252
80.68,30.88,120.21,27.87,,Ceramic,Cool & Dry Place,299491.001664,299491.001664,9.305788769996987e-05
25.41,28.25,198.47,26.03,2025-06-07,Wood,Cool & Dry Place,142468.21627499998,142468.21627499998,0.00018270741840239975
87.45,32.8,129.17,22.77,,Wood,Freeze,370506.0612,370506.06119999994,6.145648448031382e-05
52.9,90.15,127.59,7.02,,Cotton,Cool & Dry Place,608468.41665,608468.41665,1.1537164145099756e-05
49.74,52.66,92.33,40.7,2025-11-22,Leather,Room Temperature,241840.744572,241840.744572,0.00016829256820238963
74.32,34.91,166.54,10.32,,Leather,Freeze,432089.8952479999,432089.89524799987,2.3883918863866954e-05
59.73,45.0,67.37,41.68,2026-02-01,Silk,Away from Sunlight,181080.4545,181080.4545,0.0002301739307816902
88.74,41.76,35.08,8.63,2026-02-06,Ceramic,Freeze,129998.84659199996,129998.84659199997,6.638520437866011e-05
73.64,38.11,142.55,38.95,2027-03-03,Rubber,Cool & Dry Place,400055.22802,400055.22802000004,9.736155728491759e-05
47.46,45.33,19.93,32.23,,Wood,Dry Place,42876.640674,42876.640674,0.0007516913520593037
46.12,51.51,119.59,0.55,2025-06-10,Glass,Refrigerated,284102.93110799993,284102.93110799993,1.9359180767864763e-06
10.38,18.59,196.65,31.79,,Cotton,Refrigerated,37946.40993,37946.40993,0.000837760411555223
11.65,59.6,39.7,14.39,2025-06-07,Cotton,Room Temperature,27565.298000000003,27565.298000000003,0.0005220331737389525
40.94,73.18,121.47,31.39,2026-04-06,Paper,Cool & Dry Place,363922.808124,363922.808124,8.625455535973013e-05
50.36,33.19,193.98,43.19,,Leather,Freeze,324227.5606319999,324227.5606319999,0.0001332089101734966
50.19,56.59,100.32,11.25,2025-07-11,Cotton,Cool & Dry Place,284934.090672,284934.090672,3.948281503791823e-05
35.11,18.19,119.79,26.48,2026-02-21,Glass,Room Temperature,76503.991311,76503.991311,0.00034612573208572735
80.88,31.69,13.21,29.42,2026-01-13,Glass,Dry Place,33858.381912000004,33858.381912000004,0.0008689133484424735
69.32,73.43,51.47,12.08,2025-12-30,Metal,Dry Place,261990.926372,261990.926372,4.610846706518244e-05
42.38,14.91,193.64,10.49,2026-06-05,Paper,Dry Place,122358.366312,122358.366312,8.573177557186148e-05
34.56,25.96,125.56,26.82,,Rubber,Cool & Dry Place,112649.619456,112649.61945600001,0.00023808336086280046
34.85,85.22,103.06,23.86,2026-06-19,Plastic,Freeze,306079.64602,306079.64602,7.795356636828092e-05
33.07,47.17,32.37,32.21,,Metal,Dry Place,50494.348203,50494.348203,0.0006378931731232115
71.93,28.62,28.7,4.22,2025-12-03,Silk,Room Temperature,59082.87042000001,59082.87042000001,7.142510121802574e-05
5.59,32.56,170.16,44.8,2025-08-31,Ceramic,Freeze,30970.889664,30970.889664,0.0014465196345997999
73.59,20.86,121.95,30.66,,Leather,Away from Sunlight,187203.90843,187203.90843,0.00016377863185193327
56.38,19.5,63.05,9.02,,Plastic,Cool & Dry Place,69317.8005,69317.8005,0.00013012530598110943
15.88,5.72,138.89,6.56,2025-07-04,Metal,Freeze,12615.878704,12615.878703999999,0.0005199796347059108
60.31,66.11,163.69,25.88,,Leather,Away from Sunlight,652647.4332290001,652647.4332290001,3.965387540399513e-05
95.84,83.67,34.04,49.7,,Leather,Dry Place,272964.472512,272964.472512,0.00018207497680056186
58.26,46.49,12.99,48.16,,Cotton,Cool & Dry Place,35183.511126,35183.511126,0.0013688230213161018
24.95,27.89,178.79,9.7,,Metal,Cool & Dry Place,124412.004845,124412.00484499999,7.796675258215513e-05
6.91,7.42,68.57,43.97,,Silk,Dry Place,3515.734754,3515.7347539999996,0.012506631778740838
56.59,93.96,66.61,49.59,,Plastic,Refrigerated,354178.452204,354178.452204,0.00014001416430448773
95.56,93.18,100.79,27.8,2025-06-09,Paper,Refrigerated,897462.4618320001,897462.4618320001,3.0976225950722836e-05
5.58,44.51,166.79,17.87,2027-04-01,Glass,Freeze,41424.93178199999,41424.93178199999,0.0004313827260848959
14.45,24.04,57.41,39.4,2027-01-15,Silk,Cool & Dry Place,19942.97098,19942.97098,0.0019756334218965005
86.07,26.63,57.31,37.62,2026-02-15,Silk,Room Temperature,131357.047371,131357.047371,0.00028639498795787836
42.66,16.66,76.82,18.33,2025-07-29,Silk,Freeze,54597.17239199999,54597.17239199999,0.0003357316724828382
13.48,94.34,76.88,8.53,,Plastic,Cool & Dry Place,97768.542016,97768.542016,8.724687741179621e-05
25.72,34.69,148.73,5.67,2027-01-07,Wood,Away from Sunlight,132700.89196399998,132700.89196399998,4.27276705987643e-05
25.38,90.41,11.75,39.18,,Plastic,Away from Sunlight,26961.61815,26961.61815,0.0014531768746973372
96.93,67.73,100.86,23.47,2025-12-18,Metal,Cool & Dry Place,662152.8492540001,662152.8492540001,3.5444988308125464e-05
71.12,17.65,74.63,6.46,2026-03-07,Metal,Cool & Dry Place,93680.65084,93680.65084,6.895767634058423e-05
87.42,92.62,58.01,20.92,,Rubber,Room Temperature,469697.711604,469697.711604,4.4539284486950105e-05
56.51,83.95,160.51,5.2,,Glass,Dry Place,761461.767395,761461.767395,6.828970570366873e-06
38.51,47.3,6.39,18.83,2026-08-21,Wood,Away from Sunlight,11639.531969999998,11639.531969999998,0.0016177626427362269
39.44,63.92,48.96,31.59,2027-01-29,Cotton,Dry Place,123428.395008,123428.39500799999,0.0002559378658205229
84.17,73.12,6.34,38.65,,Silk,Room Temperature,39019.595936,39019.595936,0.0009905279404582709
59.38,99.5,58.66,38.95,2026-07-02,Glass,Away from Sunlight,346581.4646,346581.4646,0.00011238339028012752
40.36,5.02,183.35,37.96,,Leather,Refrigerated,37148.03012,37148.030119999996,0.001021857683365096
96.93,93.73,165.04,33.01,,Wood,Room Temperature,1499429.478456,1499429.478456,2.2015040036421866e-05
76.46,93.15,167.03,27.11,,Cotton,Room Temperature,1189629.25047,1189629.25047,2.2788612493589368e-05
35.3,43.17,97.87,22.36,2025-07-11,Metal,Room Temperature,149144.19087,149144.19087,0.00014992203095251538
70.9,82.7,130.79,13.26,,Leather,Refrigerated,766878.0096999999,766878.0096999999,1.7290885684917824e-05
69.05,84.71,17.34,5.09,2026-04-20,Ceramic,Away from Sunlight,101425.57017,101425.57016999999,5.018458354701503e-05
51.43,8.22,179.69,22.43,,Wood,Refrigerated,75964.774074,75964.774074,0.0002952684355797614
9.14,61.6,55.52,40.6,,Paper,Cool & Dry Place,31259.092480000003,31259.092480000003,0.0012988220955543236
30.71,65.02,185.1,48.77,2025-12-08,Leather,Away from Sunlight,369601.05342,369601.05341999995,0.00013195308711574398
50.86,21.08,17.13,4.93,2025-10-18,Glass,Away from Sunlight,18365.566344,18365.566344,0.00026843713434465487
96.3,78.31,68.88,33.52,2026-03-15,Wood,Away from Sunlight,519441.5066399999,519441.5066399999,6.453084624835556e-05
58.81,59.63,145.62,31.0,2026-07-25,Wood,Refrigerated,510666.08448600007,510666.08448600007,6.070503004170011e-05
27.8,77.27,119.12,12.28,2026-06-26,Silk,Refrigerated,255882.38672,255882.38671999998,4.7990798262474486e-05
71.29,71.22,107.81,11.82,2026-05-17,Wood,Freeze,547380.888378,547380.888378,2.1593738931998602e-05
84.64,83.18,197.68,8.52,2027-02-07,Paper,Freeze,1391737.4159360002,1391737.4159360002,6.121844467528346e-06
63.82,35.88,127.21,5.67,,Plastic,Freeze,291293.294136,291293.294136,1.9464917710576516e-05
23.44,52.09,96.63,23.19,,Ceramic,Away from Sunlight,117984.225048,117984.22504800001,0.00019655169994603532
5.97,8.47,10.86,39.69,2026-08-09,Metal,Room Temperature,549.145674,549.145674,0.07227590397079227
99.13,42.26,5.26,31.25,,Rubber,Away from Sunlight,22035.369788,22035.369788,0.0014181745212652657
26.05,54.56,148.46,1.88,2027-03-15,Plastic,Cool & Dry Place,211004.41648,211004.41648,8.909766114673695e-06
94.24,18.62,101.46,0.89,2025-10-26,Glass,Freeze,178036.813248,178036.813248,4.998966133820068e-06
46.57,83.27,199.23,27.51,2025-11-07,Leather,Away from Sunlight,772590.8093969999,772590.8093969999,3.5607464734755656e-05
14.08,55.02,16.97,8.4,2025-08-28,Metal,Room Temperature,13146.346752,13146.346752,0.0006389607819162445
41.25,87.82,103.92,22.69,,Wood,Room Temperature,376457.994,376457.994,6.0272328816585046e-05
9.14,92.77,104.68,27.72,,Ceramic,Room Temperature,88760.035304,88760.035304,0.00031230271489933475
51.69,42.54,134.19,20.98,,Rubber,Room Temperature,295069.39799399994,295069.39799399994,7.110191752391285e-05
16.84,78.36,153.23,45.38,,Silk,Room Temperature,202199.611152,202199.611152,0.00022443168778344677
67.03,59.87,55.36,32.96,,Ceramic,Freeze,222164.446496,222164.446496,0.00014835857185903703
61.63,64.86,68.55,6.69,2025-10-13,Glass,Dry Place,274016.40939,274016.40939,2.4414596245870474e-05
64.95,10.05,95.14,18.26,,Rubber,Dry Place,62102.39715,62102.397150000004,0.0002940305179507874
15.04,44.87,196.69,5.5,2026-08-19,Leather,Dry Place,132735.22371199998,132735.22371199998,4.143587396163608e-05
77.68,79.55,181.76,25.04,2025-06-29,Wood,Room Temperature,1123175.74144,1123175.74144,2.2293928791496815e-05
50.53,72.7,31.66,33.77,,Silk,Cool & Dry Place,116303.99146000002,116303.99146000002,0.00029035976819088267
52.17,22.72,80.19,9.22,,Silk,Refrigerated,95049.399456,95049.399456,9.700219099509511e-05
95.26,38.58,81.88,24.49,,Ceramic,Away from Sunlight,300919.709904,300919.709904,8.1383834936611e-05
29.58,82.95,91.1,18.22,,Plastic,Dry Place,223528.5171,223528.5171,8.151085255868679e-05
29.53,82.31,173.71,17.51,2026-07-23,Plastic,Refrigerated,422222.01005300006,422222.01005300006,4.1471073471044376e-05
22.2,58.83,29.66,5.46,,Leather,Away from Sunlight,38736.73116,38736.731159999996,0.00014095149065231554
97.45,66.02,154.57,39.08,2026-05-24,Metal,Cool & Dry Place,994449.12593,994449.1259299999,3.929813902089032e-05
40.9,91.14,174.08,48.97,,Leather,Cool & Dry Place,648905.13408,648905.13408,7.546557644273894e-05
27.0,29.11,34.08,2.18,2026-01-20,Rubber,Away from Sunlight,26785.8576,26785.8576,8.138623121777516e-05
57.4,7.43,56.97,17.62,,Rubber,Away from Sunlight,24296.67954,24296.679539999997,0.0007252019754794858
78.57,83.6,159.74,27.67,,Metal,Cool & Dry Place,1049244.52248,1049244.52248,2.6371355205742737e-05
66.22,10.41,53.79,19.21,2026-03-27,Wood,Away from Sunlight,37080.147258,37080.147258,0.000518066982483611
44.12,35.44,194.7,44.73,,Cotton,Cool & Dry Place,304435.41215999995,304435.41215999995,0.00014692771672860307
20.31,92.0,190.26,2.51,,Silk,Refrigerated,355504.6152,355504.6152,7.060386539814462e-06
46.2,69.05,156.87,23.55,2026-06-11,Glass,Refrigerated,500432.5557,500432.5557,4.7059288473066064e-05
11.4,19.31,142.46,11.49,2026-09-07,Silk,Dry Place,31360.28964,31360.28964,0.0003663869221840516
84.44,51.48,5.58,33.66,2026-02-08,Silk,Cool & Dry Place,24256.099296,24256.099296,0.0013876922084315002
85.23,26.87,195.92,5.75,2026-10-23,Metal,Refrigerated,448682.28919200005,448682.28919200005,1.2815304143951759e-05
29.14,82.07,29.66,1.37,,Plastic,Room Temperature,70932.477268,70932.477268,1.9314142868911934e-05
38.9,7.2,101.12,28.3,2026-12-01,Rubber,Dry Place,28321.6896,28321.689599999998,0.000999234169983983
36.11,77.03,123.0,13.77,2026-06-01,Ceramic,Cool & Dry Place,342131.0559,342131.0559,4.02477347862416e-05
68.28,68.39,107.27,1.78,,Glass,Cool & Dry Place,500915.415084,500915.41508400004,3.553494155697936e-06
35.98,69.57,81.38,4.34,2025-09-06,Silk,Room Temperature,203704.605468,203704.60546799997,2.130536022997169e-05
97.27,76.93,43.43,11.95,,Leather,Away from Sunlight,324985.869173,324985.869173,3.6770829545326e-05
62.67,56.83,199.39,5.9,,Wood,Freeze,710134.6829789999,710134.6829789999,8.308283120674554e-06
10.06,74.21,180.63,15.7,,Rubber,Freeze,134849.796138,134849.796138,0.00011642583414759659
51.37,16.27,19.44,29.09,2026-11-18,Ceramic,Room Temperature,16247.755656,16247.755656000001,0.0017904011246782623
77.84,73.95,84.75,31.46,2026-06-30,Leather,Cool & Dry Place,487843.713,487843.713,6.44878660145816e-05
35.07,47.98,76.19,38.8,2025-11-03,Rubber,Refrigerated,128201.758734,128201.75873399999,0.0003026479541556396
40.45,57.64,178.25,37.64,2026-03-14,Rubber,Freeze,415596.6485,415596.6485,9.056858407268893e-05
76.44,49.96,175.18,22.33,2026-09-19,Plastic,Room Temperature,669002.3296320001,669002.3296320001,3.3378060151573946e-05
5.29,9.63,146.75,5.56,2027-01-12,Wood,Room Temperature,7475.841225,7475.841225,0.0007437290109114108
5.59,32.97,69.49,28.01,,Cotton,Freeze,12807.166827,12807.166827,0.0021870566986719867
92.23,89.24,163.52,11.29,2026-06-11,Glass,Refrigerated,1345868.562304,1345868.5623040001,8.388634905530882e-06
19.35,45.54,57.29,9.15,,Wood,Away from Sunlight,50483.89071,50483.89071,0.00018124593551161342
97.53,51.53,15.04,25.7,2027-02-14,Ceramic,Dry Place,75586.842336,75586.842336,0.00034000626571696027
14.5,7.68,102.04,38.4,,Wood,Freeze,11363.1744,11363.1744,0.0033793373795266224
60.78,56.12,96.44,18.28,2026-01-03,Leather,Room Temperature,328954.293984,328954.293984,5.557003004462718e-05
53.72,16.85,149.17,39.12,,Wood,Room Temperature,135025.99894,135025.99894,0.0002897219817450365
40.57,70.98,18.46,23.26,,Silk,Freeze,53158.497756,53158.497756000004,0.000437559392794817
68.51,8.19,7.18,24.44,,Wood,Freeze,4028.675742,4028.675742,0.006066509584081588
59.28,38.61,88.27,33.8,,Glass,Cool & Dry Place,202032.446616,202032.446616,0.00016729985983015462
48.77,84.22,182.25,20.46,,Glass,Cool & Dry Place,748575.3631500001,748575.3631500001,2.7331917408962616e-05
56.9,44.25,29.66,1.25,,Glass,Dry Place,74678.6895,74678.6895,1.6738376213738996e-05
83.94,87.57,120.81,1.25,,Cotton,Room Temperature,888029.1028979999,888029.1028979999,1.4076115252537805e-06
56.92,79.03,62.16,15.11,,Silk,Dry Place,279619.773216,279619.773216,5.403766631456304e-05
32.19,81.99,118.38,43.69,2026-05-23,Plastic,Dry Place,312435.37387799995,312435.37387799995,0.00013983691877687355
87.85,67.38,105.9,42.99,2026-01-14,Plastic,Refrigerated,626857.3647,626857.3647,6.858019450816225e-05
35.31,96.94,113.8,26.88,,Silk,Freeze,389531.86932,389531.86932,6.900590713392467e-05
18.08,44.59,56.67,2.3,,Leather,Room Temperature,45686.628624,45686.628624,5.034295743135157e-05
72.74,48.51,182.19,31.25,2026-12-24,Leather,Dry Place,642878.8041059999,642878.8041059999,4.8609473201495385e-05
85.2,29.89,159.83,28.03,2025-07-23,Metal,Room Temperature,407027.55324,407027.55324000004,6.886511681304379e-05
36.64,40.65,103.47,35.13,2026-11-28,Rubber,Away from Sunlight,154109.87352,154109.87352,0.0002279542458740706
40.44,46.21,83.68,8.56,2026-03-12,Silk,Refrigerated,156375.527232,156375.527232,5.474002327295316e-05
72.38,89.51,11.74,4.96,2025-11-28,Ceramic,Room Temperature,76060.334812,76060.334812,6.52113879364289e-05
82.53,28.35,69.57,30.28,,Silk,Room Temperature,162774.70303499998,162774.70303499998,0.00018602399166097182
40.64,63.98,67.71,0.11,,Cotton,Cool & Dry Place,176055.96691199997,176055.96691199997,6.248013170435884e-07
33.1,78.77,99.04,4.96,,Paper,Dry Place,258225.70448,258225.70448,1.9208002588232498e-05
50.28,39.79,84.14,25.5,2026-08-07,Rubber,Dry Place,168333.950568,168333.950568,0.00015148459306014474
31.32,12.77,107.99,18.11,,Silk,Away from Sunlight,43191.291636,43191.291635999994,0.00041929748599843427
85.58,19.77,133.64,40.73,2025-06-17,Plastic,Away from Sunlight,226107.734424,226107.73442399997,0.00018013536822947688
84.57,90.17,29.92,3.79,,Metal,Cool & Dry Place,228160.252848,228160.252848,1.661113166159091e-05
21.59,14.71,130.11,45.65,2025-09-30,Metal,Room Temperature,41321.49177900001,41321.49177900001,0.0011047519834024913
20.9,28.59,95.38,11.63,,Cotton,Room Temperature,56992.50677999999,56992.50677999999,0.0002040619136984731
59.72,62.33,166.98,9.91,2025-11-07,Cotton,Cool & Dry Place,621557.6022479999,621557.6022479999,1.594381592978399e-05
73.82,29.55,171.5,9.53,2027-02-28,Plastic,Freeze,374106.8415,374106.8415,2.5474006200445282e-05
7.62,60.46,99.36,31.11,2026-11-30,Glass,Room Temperature,45775.668672,45775.668672,0.000679618690508159
18.48,20.61,46.69,41.87,2025-10-11,Ceramic,Room Temperature,17782.951031999997,17782.951031999997,0.0023545023502936
68.96,77.07,55.39,48.61,2025-12-01,Ceramic,Room Temperature,294383.8474079999,294383.8474079999,0.00016512454887726634
90.55,64.89,103.19,26.23,2025-07-16,Paper,Cool & Dry Place,606322.718505,606322.718505,4.326079033402358e-05
